Package,Package Duration,City,Hotel Rating,Activity,Package Price,Days,Nights,Discount %,Activity Count,Price per Day,Final Price,Package Type
Exclusive Kashmir Tour Package,7 Days & 6 Nights,Srinagar Gulmarg Pahalgam,3.0,Dal  Lake Hill station Kashmiri  Cuisine Nature Valleys Adventureskiing Budget,41935.0,7.0,6.0,7.0,10,5990.714285714285,38999.549999999996,Luxury
Rejuvenating Dharamshala Family Package,5 Days & 4 Nights,Amritsar Dharamshala Dalhousie,3.0,Adventure Nature Hill station Family Sightseeing Budget,18791.0,5.0,4.0,9.0,7,3758.2,17099.81,Budget
Jim Corbett Tour Package For 1 Night 2 Days,2 Days & 1 Nights,Jim Corbett,4.0,Museumgroup Jungle  Safari Temple Wildlife Nature Adventure Safari,7903.0,2.0,1.0,7.0,8,3951.5,7349.789999999999,Budget
Memorable Family Trip To Cochin,9 Days & 8 Nights,Cochin Munnar Thekkady Alleppey Kumarakom Kovalam Kanyakumari,4.0,Mattancherry  Palace Adventure St.  Francis  Church Nature Marine  Drive Hill station Flower  Garden Historical Tea plantations Family,29805.0,9.0,8.0,9.0,17,3311.6666666666665,27122.55,Budget
Lavasa Lonavala Tour Packages For 3 Nights 4 Days,4 Days & 3 Nights,Lonavala,3.0,Wax  Museum Nature Dam Hill station Watersports F O R E S T Trekking Budget,15934.0,4.0,3.0,9.0,15,3983.5,14499.94,Budget
Spectacular Coorg Summer Special Honeymoon Package,6 Days & 5 Nights,Ooty Coorg Mysore,4.0,Ooty Water  Activities Sightseeing Adventure Mysore  Palace Nature Coorg  Honeymoon Hill station Romanticshopping Budget,27483.0,6.0,5.0,9.0,14,4580.5,25009.530000000002,Budget
Kasauli Tour Packages for 1 Night 2 Days,2 Days & 1 Nights,Kasauli,3.0,Sightseeing Nature Adventure Hill station Historical Religious Budget,9890.0,2.0,1.0,9.0,8,4945.0,8999.9,Budget
A Holiday Filled With Adventure At Jim Corbett,3 Days & 2 Nights,Jim Corbett,4.0,  Arrival Adventure Leisure Nature Sightseeing Hill station Safari Wildlife,11538.0,3.0,2.0,9.0,9,3846.0,10499.58,Budget
The Beauteous Land of Uttarakhand,3 Days & 2 Nights,Ranikhet Kausani,2.0,Sightseeing Nature Scenic  Landscapes Adventure Leisure  Time Hill station Water  Activities Budget,9807.0,3.0,2.0,9.0,12,3269.0,8924.37,Budget
Incredible Haridwar Tour Package,3 Days & 2 Nights,Haridwar,3.0,Sightseeing Religious Nature Hill station Religious  Tour Budget,11290.0,3.0,2.0,7.0,8,3763.3333333333335,10499.699999999999,Budget
Ravishing Shimla Honeymoon Package,4 Days & 3 Nights,Shimla,2.0,Himalayas Nature Sightseeing Temples Water  Activities Adventure Hill station Romantic Budget,25761.0,4.0,3.0,9.0,11,6440.25,23442.510000000002,Budget
Coorg Tour Package for 2 Nights & 3 Days,3 Days & 2 Nights,Coorg,3.0,Waterfalls Adventure Wildlife Nature Picturesque sights Mountains Sightseeing Cultural Budget,15873.0,3.0,2.0,7.0,10,5291.0,14761.89,Budget
Enchanting Uttarakhand Tour Package,4 Days & 3 Nights,Kausani Nainital,2.0,Nature Loverâs  Point Hill station Naini  Lake Best sellers Water  Activities Lakes Tea gardens Budget,9077.0,4.0,3.0,7.0,15,2269.25,8441.609999999999,Budget
A Peaceful Dharamshala Tour Package,4 Days & 3 Nights,Dharamshala,3.0,Sightseeing Nature City  Tour Hill station Mountains  Religiousshopping Budget,39560.0,4.0,3.0,9.0,9,9890.0,35999.6,Luxury
Picturesque Kodaikanal Tour Package,6 Days & 5 Nights,Ooty Kodaikanal,3.0,Dolphin  Nose Nature Adventure Hills Hill station Historicallandscape Budget,20780.0,6.0,5.0,9.0,9,3463.3333333333335,18909.8,Budget
Pleasing Himachal Tour Packages From Pune,9 Days & 8 Nights,Shimla Manali Dharamshala Dalhousie Khajjiar,4.0,Hill station Adventure Water  Activities Cultural Nature Trekking Budget,36484.0,9.0,8.0,9.0,9,4053.777777777778,33200.44,Luxury
West Sikkim Tour Package,7 Days & 6 Nights,Gangtok Pelling Darjeeling,3.0,Culture Adventure Nature Local sightseeing Sightseeinggroup Budget,53689.0,7.0,6.0,8.0,7,7669.857142857143,49393.880000000005,Luxury
Leh Ladakh 7 Days Trip Package,7 Days & 6 Nights,Leh Nubra Valley Pangong Kargil,3.0,Adventure Sightseeing Nature Campinglandscape Mountains Budget,43477.0,7.0,6.0,8.0,6,6211.0,39998.840000000004,Luxury
Blissful Char Dham Chopper Package,6 Days & 5 Nights,Dehradun Yamunotri Gangotri Guptakashi Badrinath,3.0,Himalayas Adventure Temple  Tour Nature Sightseeing Hill station Religiouslandscape Budget,184615.0,6.0,5.0,9.0,10,30769.166666666668,167999.65,Luxury
Best Selling Kabini Sightseeing Tour For A Refreshing Vacay,3 Days & 2 Nights,Kabini,3.0,Sightseeing Adventure Nature Wildlifetemples Religious Budget,12650.0,3.0,2.0,7.0,6,4216.666666666667,11764.5,Budget
Best Uttarakhand Honeymoon Tour Package From Delhi,7 Days & 6 Nights,Bhimtal Kausani Jim Corbett,3.0,Adventure Water  Activities Nature Wildlife Hill station Hills Himalayas Best sellers Romantic Budget,21481.0,7.0,6.0,7.0,13,3068.714285714286,19977.329999999998,Budget
Get Lost In The Beauty Of Gangtok And Darjeeling,5 Days & 4 Nights,Gangtok Darjeeling,3.0,Adventure Sightseeing Nature,119612.0,5.0,4.0,9.0,3,23922.4,108846.92,Luxury
Ladakh 10 Days Trip Package,10 Days & 9 Nights,Manali Jispa Leh Nubra Valley Pangong,3.0,Architecture Scenic  Beauty Nature Gurudwara  Pathar  Sahib Hill station Trekking Sololandscape Adventure Budget,48912.0,10.0,9.0,8.0,13,4891.2,44999.04,Luxury
Golden Triangle Tour Package For 4 Nights 5 Days,5 Days & 4 Nights,New Delhi Agra Jaipur,3.0,Nature Religious Historical Budget,26881.0,5.0,4.0,7.0,4,5376.2,24999.329999999998,Budget
4 Nights 5 Days Darjeeling Gangtok Pelling Kalimpong Tour Packages,5 Days & 4 Nights,Kalimpong Zuluk Gangtok,2.0,Baba  Mandir Nature Tsomgo  Lake Adventure Ganesh  Tok Wildlife Sightseeing Budget,47627.0,5.0,4.0,6.0,11,9525.4,44769.38,Luxury
Fanciful Getaway To Astounding Alleppey,3 Days & 2 Nights,Alleppey,3.0,Houseboat Water  Activities Sightseeing Adventure Backwaters Nature Cruises Budget,16673.0,3.0,2.0,9.0,9,5557.666666666667,15172.43,Budget
Joyous Auli Honeymoon Package,5 Days & 4 Nights,Mussoorie Auli,3.0,Skiing Adventure Himalayas Nature Hill station Water  Activities Budget,21346.0,5.0,4.0,9.0,9,4269.2,19424.86,Budget
Jammu Katra Patnitop Srinagar Sonmarg Gulmarg Pahalgam Tour Package,7 Days & 6 Nights,Katra Pahalgam Srinagar Jammu,3.0,Vaishno  Devi Nature Houseboat Adventure Shikara  Ride Sightseeing Budget,40860.0,7.0,6.0,7.0,9,5837.142857142857,37999.799999999996,Luxury
Coorg Tour Package For 4 Nights 5 Days,5 Days & 4 Nights,Coorg Ooty Bangalore,3.0,Doddabetta  Peak Nature Simâs  Park Adventure Rajaâs  Seat Sightseeing Budget,19021.0,5.0,4.0,7.0,10,3804.2,17689.53,Budget
Idyllic Delhi Family Package,3 Days & 2 Nights,New Delhi,4.0,Connaught  Place  Market Nature Akshardham  Temple Adventure Red  Fort Historical Raj  Ghat Family India  Gate Sightseeing,10989.0,3.0,2.0,9.0,16,3663.0,9999.99,Budget
Exciting Leh Family Getaway,8 Days & 7 Nights,Leh Nubra Valley Pangong Tsomoriri,3.0,Nubra  Valley Hill station Pangong  Lake Religious Thiksey  Monastery Khardung  La Nature Budget,36591.0,8.0,7.0,9.0,13,4573.875,33297.81,Luxury
Shirdi Tour Package For 1 Nights 2 Days,2 Days & 1 Nights,Shirdi,3.0,Religious  Tour Religious Temple Nature Sightseeing Budget,5439.0,2.0,1.0,9.0,7,2719.5,4949.49,Budget
Himachal Tour Package For 6 Nights 7 Days,7 Days & 6 Nights,Manali Shimla,4.0,Adventure  Activities Nature Mountains  Adventure Valleysshopping Hiking Religious Budget,33871.0,7.0,6.0,7.0,9,4838.714285714285,31500.03,Luxury
South India Beach Tour Package,3 Days & 2 Nights,Pondicherry,2.0,Nature Adventure Best sellers Budget,18233.0,3.0,2.0,8.0,5,6077.666666666667,16774.36,Budget
Astounding Manali Package,5 Days & 4 Nights,Manali,3.0,Mountains  Adventure Nature Sightseeing Hill station Budget,16931.0,5.0,4.0,9.0,7,3386.2,15407.210000000001,Budget
Evergreen Coorg and Bangalore Trip,3 Days & 2 Nights,Coorg,3.0,Shopping Adventure Sightseeing Nature Leisure  Time Hill station Historical Beachlandscape,18769.0,3.0,2.0,9.0,10,6256.333333333333,17079.79,Budget
Kutch Tour Package For 2 Nights 3 Days,3 Days & 2 Nights,Kutch,3.0,Rann of  Kutch Historical Kalo  Dungar Adventure Aina  Mahal  Museum Culturalmuseums Budget,15053.0,3.0,2.0,7.0,12,5017.666666666667,13999.289999999999,Budget
Spiritual Family Getaway To Rameshwaram,3 Days & 2 Nights,Rameswaram,3.0,Sightseeing Adventure Temples Nature Shopping Historical Religious Beach Budget,14076.0,3.0,2.0,9.0,9,4692.0,12809.16,Budget
Best Selling Kabini Wildlife Tour Packages For An Exciting Holiday,3 Days & 2 Nights,Mysore Kabini,3.0,Wildlife safari Adventure Jungle  Safari Nature Boating Wildlife Budget,18434.0,3.0,2.0,9.0,9,6144.666666666667,16774.940000000002,Budget
An Idyllic Honeymoon In Cochin,7 Days & 6 Nights,Kochi Munnar Thekkady Kumarakom Alleppey,4.0,Romantic Hotel check-in Airport  Transfers Breakfast Sightseeing Hill station Nature Water  Activities,28124.0,7.0,6.0,9.0,12,4017.714285714286,25592.84,Budget
Fantastic Lansdowne Honeymoon Package,3 Days & 2 Nights,Lansdowne,4.0,Adventure Nature  Walk Nature Boating Hill station Romantic Sightseeing,15000.0,3.0,2.0,9.0,9,5000.0,13650.0,Budget
Intimate Ranikhet Honeymoon Package,3 Days & 2 Nights,Ranikhet Kausani,2.0,Kainchi  Dham Romantic Chaubatia  Gardensshopping Golf  Course Sightseeing Baijnath  Temple Historical Adventure Nature Hill station Budget,9807.0,3.0,2.0,9.0,16,3269.0,8924.37,Budget
Exciting Mount Abu Honeymoon Package,2 Days & 1 Nights,Mount Abu,3.0,Sightseeing Religious Nature Ideal for couples Adventure Hill  Station Historical Romantic Lakeslandscape Budget,2365.0,2.0,1.0,7.0,13,1182.5,2199.45,Budget
Karnataka And Tamil Nadu Chronicles,4 Days & 3 Nights,Ooty Mysore,3.0,Sightseeing Nature Hill station Wildlife Cultural Mountains  Religious Budget,20780.0,4.0,3.0,9.0,9,5195.0,18909.8,Budget
A Idyllic Honeymoon In Kodaikanal,6 Days & 5 Nights,Ooty Kodaikanal,5.0,Sightseeing Historical Shopping Adventure Ooty Nature Green  Valley Hill station Romantic Waterfall Luxury,27483.0,6.0,5.0,9.0,13,4580.5,25009.530000000002,Budget
Chopta Deoriatal Tungnath Chandrashila Trekking Tour Package,3 Days & 2 Nights,Chopta,2.0,Family Scenery Trekking Sightseeing Adventure Nature Budget,9701.0,3.0,2.0,8.0,7,3233.6666666666665,8924.92,Budget
Pleasing Family Kerala Holiday Tour,5 Days & 4 Nights,Kovalam Kumarakom,3.0,Adventure Sightseeing Nature Hill station Houseboat  Stay Cruises Backwaters Family Beach Budget,14928.0,5.0,4.0,10.0,12,2985.6,13435.2,Budget
A Scintillating Coorg Family Tour,3 Days & 2 Nights,Coorg,3.0,Hill  Station Hill station Adventure Nature Wildlife Historical Temples Family Sightseeing Budget,18098.0,3.0,2.0,9.0,12,6032.666666666667,16469.18,Budget
Golden Triangle 3 Nights And 4 Days Package,4 Days & 3 Nights,Agra New Delhi,3.0,Adventure Nature Sightseeing,14693.0,4.0,3.0,18.0,3,3673.25,12048.26,Budget
Spiritual Uttarakhand Tour Package For 2 Nights 3 Days,3 Days & 2 Nights,Haridwar Rishikesh,3.0,Ganga  Arti Adventure Mansa  Devi  Temple Nature Ram  Jhula Religious Sightseeing Family Budget,9032.0,3.0,2.0,7.0,13,3010.6666666666665,8399.76,Budget
Golden Triangle Tour Package For 6 Nights 7 Days,7 Days & 6 Nights,New Delhi Agra Jaipur,3.0,Religious Historical Nature Budget,34782.0,7.0,6.0,8.0,4,4968.857142857143,31999.440000000002,Luxury
Refreshing Srinagar Sightseeing Tour Packages,3 Days & 2 Nights,Srinagar,3.0,Sightseeing Adventure Shikara  Ride Nature Hill station Hillsskiing,12637.0,3.0,2.0,9.0,8,4212.333333333333,11499.67,Budget
Kerala Tour Package For 7 Nights 8 Days,8 Days & 7 Nights,Kochi Munnar Thekkady Alleppey Kovalam,4.0,Beach  Tour Adventure Tea  Museum Nature City  Tour Sightseeinglandscape,23505.0,8.0,7.0,7.0,9,2938.125,21859.649999999998,Budget
Memorable Delhi Tour Package,6 Days & 5 Nights,New Delhi Agra,3.0,Qutub  Minar Taj  Mahal Historical India  Gate Religious Sightseeing Budget,16483.0,6.0,5.0,9.0,10,2747.1666666666665,14999.53,Budget
Splendid Gangtok Tour Package For 4 Nights 5 Days,5 Days & 4 Nights,Gangtok,3.0,Mountains  Adventure Visit  Tsomgo  Lake Nature Tea gardens Hill stationlandscape Religious Budget,39160.0,5.0,4.0,8.0,12,7832.0,36027.200000000004,Luxury
Serene And Romantic Getaway To Alleppey,2 Days & 1 Nights,Alleppey,3.0,  Arrival Water  Activities Sightseeing Adventure Houseboat Nature Local  Villages Romanticlandscape Budget,12825.0,2.0,1.0,9.0,11,6412.5,11670.75,Budget
Extravagant Family Holiday in Munnar Alleppey Kerala,7 Days & 6 Nights,Kochi Munnar Alleppey Kovalam,3.0,Waterfalls Adventure Spice  Plantations Wildlife Beach Nature Backwaters Hill station Ideal for families Family Sightseeing Budget,19814.0,7.0,6.0,11.0,16,2830.5714285714284,17634.46,Budget
Incredible Agra Tour,3 Days & 2 Nights,Agra,3.0,Mughal  Gardens Historical Local market Forts Sightseeing Taj  Mahal Local sightseeing Budget,6593.0,3.0,2.0,9.0,12,2197.6666666666665,5999.63,Budget
Refreshing North East Honeymoon Trip,7 Days & 6 Nights,Shillong Cherrapunjee Guwahati,3.0,Nature Hill station Sightseeing Water  Activities Dawki Mawlynnong Cruisescuisine landscape Budget,36813.0,7.0,6.0,9.0,11,5259.0,33499.83,Luxury
Romantic Honeymoon In Goa With Candle Light Dinner,4 Days & 3 Nights,Goa,2.0,Sightseeing Nature Cruise  Water  Activities Romantic Beach Monuments Budget,32583.0,4.0,3.0,10.0,9,8145.75,29324.7,Luxury
Exciting Kerala Munnar Packages From Hyderabad,3 Days & 2 Nights,Munnar,3.0,Visit to  Bird  Sanctuary Adventure Hill  Station Nature Temple Religious Budget,9374.0,3.0,2.0,9.0,11,3124.6666666666665,8530.34,Budget
Goa Tour Package By Volvo Bus,4 Days & 3 Nights,Calangute,3.0,Adventure Water  Activities Best sellers Budget,11956.0,4.0,3.0,8.0,6,2989.0,10999.52,Budget
Alluring Munnar Tour Package,4 Days & 3 Nights,Athirappilly Munnar,3.0,Athirapally waterfalls Nature Munnar Adventure Echo  Point Hill station Photo  Point Water  Activities Wildlife Historical Budget,12304.0,4.0,3.0,9.0,16,3076.0,11196.640000000001,Budget
Top-Rated Madhya Pradesh Package,10 Days & 9 Nights,Indore Maheshwar Ujjain Pachmarhi Jabalpur Khajuraho,3.0,Temple Nature Sightseeing Historical City  Tour Adventure Waterfall Budget,54945.0,10.0,9.0,9.0,9,5494.5,49999.950000000004,Luxury
Shirdi Trimbakeshwar Shani Shingnapur Tour Package For 2 Nights 3 Days,3 Days & 2 Nights,Shirdi,3.0,Picturesque views Religious Temple Hill station Hills Sightseeing Budget,11290.0,3.0,2.0,7.0,9,3763.3333333333335,10499.699999999999,Budget
Jim Corbett National Park Honeymoon Package,4 Days & 3 Nights,Jim Corbett Nainital,4.0,Sightseeing Adventure Nature Lakes  Tour Hill station Boating Wildlife Romantic Religiousshopping,23333.0,4.0,3.0,10.0,11,5833.25,20999.7,Budget
Romantic Jammu and Kashmir Honeymoon Package,5 Days & 4 Nights,Srinagar,3.0,Mountains  Sightseeing Water  Activities Adventure Nature Hill station Rivers Romantic Budget,24176.0,5.0,4.0,9.0,11,4835.2,22000.16,Budget
Chopta Camping Tour Package,2 Days & 1 Nights,Chopta,2.0,Mountains  Camping Laxman  Jhula Adventure Nature Trekking Budget,5645.0,2.0,1.0,7.0,8,2822.5,5249.849999999999,Budget
Best-Selling Hyderabad Tour Packages For Your Upcoming Vacation,4 Days & 3 Nights,Hyderabad,2.0,Film studios Adventure Shopping Nature Local market Historical Forts Sightseeing Budget Ramoji  Film  City  Tour Ramoji  Film  City  Family,18434.0,4.0,3.0,9.0,19,4608.5,16774.940000000002,Budget
South India Luxury Tour Package,5 Days & 4 Nights,Ooty Kodaikanal,4.0,Adventure Nature Water  Activities,35738.0,5.0,4.0,8.0,4,7147.6,32878.96,Luxury
Best-Selling 6 Days Srinagar Package For An Exotic Trip,6 Days & 5 Nights,Srinagar Pahalgam Gulmarg,3.0,Gardens Lakes Valleys Adventure Nature Hill station Budget,26087.0,6.0,5.0,8.0,8,4347.833333333333,24000.04,Budget
"Soothing Kumarakom, Munnar, Alleppey Honeymoon Package",7 Days & 6 Nights,Kochi Munnar Thekkady Kumarakom Alleppey,3.0,Water  Activities Jewish  Synagogue Mattancherry  Palace Wildlife Sunset Nature Shopping Adventure Eravikulam  National  Park Historical Mattupetty  Damwaterfall Romantic Photo  Point Echo  Point Cardamom  Plantation Tea plantations  Periyar  Wildlife  Sanctuary Jungle  Safari Ramakkalmedu trek Budget,26023.0,7.0,6.0,12.0,34,3717.5714285714284,22900.24,Budget
Blissful Kerala Couple Tour Package From Bangalore,4 Days & 3 Nights,Munnar Alleppey,3.0,Sightseeing Water  Activities Forest  Trek Adventure Shopping Nature Leisure  Time Hill station Romantic Lakes Beach Budget,13741.0,4.0,3.0,9.0,16,3435.25,12504.310000000001,Budget
Explore The Unexplored Today With A Northeast Tour,4 Days & 3 Nights,Shillong Cherrapunjee,3.0,Airport  Transfers Adventure Sightseeing Nature Hill station Waterfall Budget,17032.0,4.0,3.0,9.0,9,4258.0,15499.12,Budget
Kerala 3 Days Packages,3 Days & 2 Nights,Munnar,3.0,Beach Adventure Castles Nature Backwaters Hill station Hills Sightseeingshopping Budget,7500.0,3.0,2.0,7.0,10,2500.0,6974.999999999999,Budget
Kerala Houseboat Tour Package For 4 Nights 5 Days,5 Days & 4 Nights,Munnar Thekkady Alleppey,4.0,Adventure Nature Sightseeing,13902.0,5.0,4.0,8.0,3,2780.4,12789.84,Budget
Picturesque Coorg Getaway,3 Days & 2 Nights,Coorg,3.0,  Arrival Adventure Sightseeing Nature Shopping Budget,18098.0,3.0,2.0,9.0,6,6032.666666666667,16469.18,Budget
Alluring Leh Ladakh Family Tour Package,6 Days & 5 Nights,Leh Nubra Valley,2.0,Road  Trip Adventure Hill station Himalayas Nature Mountain  Desert Family Ideal for families Budget,27471.0,6.0,5.0,9.0,14,4578.5,24998.61,Budget
Captivating Coorg Sightseeing Tour Package,3 Days & 2 Nights,Coorg,2.0,Talakaveri Adventure Bhagamandala Nature Abbey  Falls Historical Sightseeing Budget,15417.0,3.0,2.0,9.0,9,5139.0,14029.470000000001,Budget
3 Nights 4 Days Mahabaleshwar Honeymoon Package,4 Days & 3 Nights,lavasa Mahabaleshwar,4.0,Hill  Station Adventure Nature Watersports Romantic Waterfall Budget,15714.0,4.0,3.0,9.0,8,3928.5,14299.74,Budget
Splendid Gangtok Tour Package For 2 Nights 3 Days,3 Days & 2 Nights,Gangtok,5.0,Waterfalls Adventure Visit  Tsomgo  Lake Nature Baba  Harbhajan  Mandir River  Rafting Sightseeing Luxury,26243.0,3.0,2.0,7.0,13,8747.666666666666,24405.989999999998,Budget
Miraculous Manali Sightseeing Tour Package,4 Days & 3 Nights,Manali,3.0,Sightseeing Nature Vashisht  Village Adventure Solang  Valley Hill station Water  Activities V A L L E Y Budget,20571.0,4.0,3.0,9.0,18,5142.75,18719.61,Budget
Calming Kumarakom Houseboat Tour Package,3 Days & 2 Nights,Alleppey,3.0,Backwaters Houseboat Nature Hill station Waterfall Sightseeing Budget,7664.0,3.0,2.0,9.0,8,2554.6666666666665,6974.240000000001,Budget
Splendid Dharamshala Honeymoon Tour Package,4 Days & 3 Nights,Dharamshala,3.0,  Arrival Hill station Local sightseeing Water  Activities Mc Leodganj Adventure Palampur Nature Romantic Budget,26901.0,4.0,3.0,9.0,14,6725.25,24479.91,Budget
Discounted Ladakh Trip Package,6 Days & 5 Nights,Leh Nubra Valley Pangong,3.0,Adventure Hill station Nature,28709.0,6.0,5.0,9.0,4,4784.833333333333,26125.190000000002,Budget
Family Tour To Fanciful Rajasthan,3 Days & 2 Nights,Jaisalmer,4.0,Lakes Folk  Music Forts Adventure Nature Hill station Historical Desert  Safarigroup,6593.0,3.0,2.0,9.0,11,2197.6666666666665,5999.63,Budget
Heavenly Odisha Tour Package,4 Days & 3 Nights,Bhubaneshwar Puri,3.0,Religious  Tour Cruises Cruise Nature Chilika  Lake Religious Konark  Templemuseums Beach Budget,15824.0,4.0,3.0,9.0,12,3956.0,14399.84,Budget
Discover Leh-Ladakh Tour Package,10 Days & 9 Nights,Srinagar Kargil Leh Pangong Nubra Valley sarchu Manali,3.0,Road  Trip Adventure Himalayas Historical Nature Budget,58392.0,10.0,9.0,7.0,7,5839.2,54304.56,Luxury
Magnificent Jaisalmer Tour Package,7 Days & 6 Nights,Jaipur Bikaner Jaisalmer Jodhpur,3.0,Historical  Sightseeing Adventure Desert  Safari Historical Temple visit Sightseeing Camping Budget,57142.0,7.0,6.0,9.0,11,8163.142857142857,51999.22,Luxury
Himachal Honeymoon Package: A Rendezvous In Himalayas,12 Days & 11 Nights,New Delhi Shimla Manali Dharamshala Dalhousie Amritsar,3.0,Hill station Adventure Nature Religious Water  Activities Romantic Budget,72395.0,12.0,11.0,9.0,9,6032.916666666667,65879.45,Luxury
A Fabulous Lansdowne Sightseeing Tour Package,3 Days & 2 Nights,Lansdowne,4.0,Gandhi  Chowk Adventure Nature Sightseeing Hill stationshopping,12692.0,3.0,2.0,9.0,7,4230.666666666667,11549.720000000001,Budget
Delightful Uttarakhand Tour Package,8 Days & 7 Nights,Haridwar Auli Kausani Mukteshwar Nainital,3.0,Ganga  Aarti Adventure Sunset on  Nanda  Devi  Religious Narsimha  Temple Sightseeing Valley of flowers Hill station Boat  Ride Naukuchiatal Kausani tea estate Budget,30333.0,8.0,7.0,10.0,23,3791.625,27299.7,Luxury
Captivating Himachal Tour Packages From Chandigarh,9 Days & 8 Nights,Shimla Manali Dharamshala Dalhousie,4.0,Adventure Nature Hill station Paragliding Trekking Budget,39011.0,9.0,8.0,9.0,7,4334.555555555556,35500.01,Luxury
Amusing Ladakh Family Package,8 Days & 7 Nights,Leh Nubra Valley Kargil Srinagar,2.0,Family  Trip Hill station Pangong  Tso Nature Mountain  Range Adventure Road journeylandscape Family Budget,36363.0,8.0,7.0,12.0,14,4545.375,31999.44,Luxury
Spectacular Tamil Nadu Tour Package,3 Days & 2 Nights,Ooty,3.0,Nature Religious Sightseeing Adventure Hill  Station Budget,19439.0,3.0,2.0,9.0,7,6479.666666666667,17689.49,Budget
Best Selling Getaways To Ooty For A Refreshing Break,3 Days & 2 Nights,Ooty,3.0,Lamâs  Rock Nature Ketty  Valley Adventure Tea  Factory Sightseeinggroup Budget,16418.0,3.0,2.0,6.0,10,5472.666666666667,15432.919999999998,Budget
4 Nights 5 Days Darjeeling Gangtok Couple Tour Package,5 Days & 4 Nights,Gangtok Darjeeling,4.0,Waterfalls Nature Tsomgo  Lake Adventure Romantic Sightseeing,42037.0,5.0,4.0,6.0,7,8407.4,39514.78,Luxury
Exciting Jaisalmer Honeymoon Package,7 Days & 6 Nights,Jaipur Bikaner Jaisalmer Jodhpur,3.0,Historical  Sites Adventure  Camel  Ride Nature Desert  Camp Historical Lake Romantic Budget,19780.0,7.0,6.0,9.0,12,2825.714285714286,17999.8,Budget
Golden Triangle Tour For 3 Nights 4 Days,4 Days & 3 Nights,New Delhi Agra Jaipur,3.0,Nature Adventure Religious Budget,19565.0,4.0,3.0,8.0,4,4891.25,17999.8,Budget
Splendid Kumarakom Sightseeing Tour Package,5 Days & 4 Nights,Kovalam Kumarakom,3.0,Beaches Adventure Sightseeing Nature Backwaters Historical Houseboatshopping Backwater Budget,15234.0,5.0,4.0,9.0,9,3046.8,13862.94,Budget
Best-Ranked Goa Packages With Flight,4 Days & 3 Nights,Goa,3.0,Fort  Aguada Adventure Watersports Nature Boat  Cruise Beach Budget,25806.0,4.0,3.0,7.0,9,6451.5,23999.579999999998,Budget
Honeymoon in Romantic South Goa,3 Days & 2 Nights,Goa,3.0,Leisure Nature Ideal for couples Romantic Cruiseslandscape Budget,11234.0,3.0,2.0,11.0,8,3744.6666666666665,9998.26,Budget
Serene Uttarakhand Honeymoon Package,6 Days & 5 Nights,Mussoorie Jim Corbett Nainital,3.0,Wildlife safari Lakes Sightseeing Adventure Wildlife Nature Hill station Romantic Budget,25384.0,6.0,5.0,9.0,11,4230.666666666667,23099.440000000002,Budget
Amazing Leh Ladakh Tour With Camp Stays (Ex Srinagar),8 Days & 7 Nights,Srinagar Kargil Leh Pangong Nubra Valley,3.0,Star  Gazing Nature Adventure Road  Trip Camping Pocket-friendly Historical Budget,42267.0,8.0,7.0,3.0,10,5283.375,40998.99,Luxury
Parwanoo Tour For Panoramic Views,3 Days & 2 Nights,Parwanoo Kasauli,4.0,Shopping Adventure Hill  Station Nature Sightseeing Hill station Leisure  Time Trekkinglandscape,30065.0,3.0,2.0,9.0,11,10021.666666666666,27359.15,Luxury
"A Rajasthan Summer Special Honeymoon Tour â Colorful, Vivid, and Romantic",9 Days & 8 Nights,Jaipur Bikaner Jaisalmer Jodhpur Udaipur,3.0,Jaipur Historical Jaisalmer Adventure Jodhpur Nature Best sellers Romantic Religious Budget,38462.0,9.0,8.0,9.0,11,4273.555555555556,35000.42,Luxury
Mount Abu Tour Package,10 Days & 9 Nights,Jaipur Bikaner Jaisalmer Jodhpur Udaipur Mount Abu,3.0,Sightseeing Hill station Nature Religious Hills Budget,86363.0,10.0,9.0,12.0,7,8636.3,75999.44,Luxury
Hampi Tour Package For 2 Night 3 Days,3 Days & 2 Nights,Hampi,3.0,Sightseeing Adventure Nature Historicallandscapetemples Budget,15484.0,3.0,2.0,9.0,5,5161.333333333333,14090.44,Budget
Amusing Rishikesh Mussoorie Honeymoon Tour Package,3 Days & 2 Nights,Rishikesh Mussoorie,2.0,Adventure Best sellers Sightseeing Nature Water  Activities Hill station Hill  Stationgroup Budget,10080.0,3.0,2.0,6.0,12,3360.0,9475.199999999999,Budget
Ooty Honeymoon Package For 2 Nights 3 Days,3 Days & 2 Nights,Ooty,3.0,Scenic views Adventure Hill  Station Nature Mountains  Romantic Sightseeinglandscape Budget,12234.0,3.0,2.0,6.0,10,4078.0,11499.96,Budget
Picturesque Ranikhet Tour Package,3 Days & 2 Nights,Nainital Ranikhet,2.0,Himalayas Adventure Sightseeing Nature Hill station Templeshopping Budget,9807.0,3.0,2.0,9.0,8,3269.0,8924.37,Budget
Shimla Manali Dharamshala Dalhousie Amritsar Tour Package,10 Days & 9 Nights,Shimla Manali Dharamshala Dalhousie Amritsar,3.0,Wildlife Adventure Solang  Valley Nature Rohtang  Pass Paragliding Trekking Religious Budget,29739.0,10.0,9.0,8.0,11,2973.9,27359.88,Budget
Goa Group Sightseeing Tour,3 Days & 2 Nights,Goa,3.0,Adventure Water  Activities Beach Budget,9130.0,3.0,2.0,8.0,5,3043.3333333333335,8399.6,Budget
